d1,r,d2
DB00714,0,DB06708
DB01623,0,DB01169
DB08912,0,DB00308
DB00450,0,DB05294
DB01320,0,DB00537
DB00321,0,DB04844
DB09080,0,DB06603
DB00915,0,DB08865
DB00420,0,DB00539
DB00370,0,DB01087
DB01036,0,DB06216
DB00270,0,DB01137
DB01233,0,DB01267
DB00374,0,DB00450
DB00458,0,DB00537
DB00697,0,DB00875
DB00871,0,DB00556
DB00503,0,DB05294
DB01015,0,DB00537
DB00333,0,DB00308
DB01151,0,DB00207
DB00818,0,DB00477
DB01001,0,DB01165
DB01001,0,DB04844
DB01238,0,DB00743
DB06699,0,DB01175
DB00691,0,DB00308
DB01259,0,DB04855
DB00557,0,DB01195
DB00188,0,DB06708
DB01623,0,DB01232
DB00358,0,DB05294
DB00927,0,DB01624
DB00243,0,DB00556
DB08893,0,DB01175
DB00757,0,DB01624
DB01137,0,DB00908
DB01238,0,DB04946
DB00808,0,DB01184
DB06825,0,DB01182
DB00871,0,DB06402
DB01211,0,DB01601
DB00420,0,DB00757
DB06825,0,DB00489
DB08893,0,DB01100
DB01320,0,DB00908
DB01324,0,DB00204
DB00334,0,DB00468
DB01169,0,DB00834
DB00818,0,DB08903
DB01036,0,DB00308
DB01263,0,DB00679
DB00104,0,DB00199
DB00014,0,DB01211
DB08871,0,DB00537
DB06699,0,DB00207
DB00420,0,DB06402
DB08864,0,DB09039
DB01623,0,DB00218
DB00557,0,DB01165
DB00529,0,DB06603
DB00753,0,DB00420
DB00916,0,DB00199
DB00675,0,DB00537
DB00915,0,DB00261
DB00289,0,DB01169
DB06663,0,DB00738
DB08868,0,DB00608
DB01137,0,DB01100
DB00333,0,DB01232
DB00715,0,DB06216
DB06603,0,DB00280
DB00710,0,DB01087
DB09082,0,DB00308
DB00938,0,DB00679
DB00938,0,DB00608
DB00675,0,DB00280
DB00674,0,DB01624
DB01036,0,DB00556
DB01075,0,DB00199
DB06825,0,DB00539
DB01274,0,DB06708
DB00556,0,DB04946
DB00710,0,DB00199
DB00691,0,DB00502
DB01233,0,DB00489
DB00715,0,DB01155
DB04953,0,DB00539
DB00529,0,DB00477
DB06788,0,DB01232
DB00675,0,DB01184
DB00871,0,DB08865
DB02546,0,DB00537
DB00753,0,DB01182
DB00915,0,DB00204
DB00715,0,DB08865
DB01036,0,DB00908
DB00218,0,DB00204
DB00196,0,DB04868
DB00270,0,DB04855
DB00344,0,DB00014
DB00697,0,DB04844
DB06663,0,DB00604
DB05039,0,DB06603
DB01254,0,DB00875
DB00529,0,DB00889
DB01233,0,DB00976
DB08871,0,DB09063
DB00697,0,DB00889
DB00218,0,DB00757
DB00537,0,DB01137
DB00743,0,DB01267
DB00450,0,DB00556
DB09080,0,DB00420
DB00675,0,DB01165
DB01356,0,DB00468
DB01623,0,DB00738
DB00503,0,DB01624
DB00243,0,DB01267
DB01015,0,DB01624
DB00374,0,DB00218
DB00734,0,DB00308
DB01075,0,DB01100
DB06699,0,DB01267
DB01182,0,DB01267
DB00218,0,DB08881
DB00440,0,DB04844
DB00207,0,DB01175
DB00757,0,DB06216
DB01155,0,DB01175
DB01036,0,DB06402
DB00104,0,DB00468
DB08871,0,DB00014
DB00710,0,DB06708
DB00834,0,DB00537
DB00734,0,DB00904
DB00714,0,DB00539
DB00834,0,DB08864
DB00537,0,DB06708
DB00818,0,DB01175
DB00916,0,DB00468
DB01026,0,DB01267
DB01623,0,DB01601
DB01142,0,DB09039
DB00743,0,DB06697
DB01087,0,DB00908
DB01165,0,DB06216
DB09083,0,DB00556
DB00104,0,DB01184
DB00440,0,DB00608
DB01356,0,DB06708
DB00556,0,DB01169
DB00714,0,DB01224
DB00714,0,DB00204
DB04953,0,DB00889
DB01268,0,DB00218
DB06402,0,DB00875
DB01059,0,DB00904
DB00502,0,DB09078
DB09080,0,DB00875
DB00582,0,DB00218
DB06663,0,DB04844
DB00270,0,DB00537
DB06825,0,DB01087
DB00243,0,DB00604
DB00710,0,DB01195
DB00714,0,DB06603
DB05039,0,DB00502
DB00289,0,DB00420
DB00374,0,DB00976
DB00834,0,DB00196
DB00710,0,DB06603
DB00543,0,DB00502
DB09080,0,DB01100
DB01104,0,DB05294
DB01072,0,DB00308
DB00188,0,DB09078
DB02546,0,DB00215
DB00697,0,DB01224
DB01238,0,DB00014
DB01104,0,DB01175
DB00280,0,DB01320
DB00529,0,DB00450
DB01195,0,DB06402
DB06788,0,DB00280
DB00697,0,DB01169
DB00697,0,DB01035
DB00014,0,DB00489
DB00243,0,DB06402
DB01211,0,DB06402
DB00927,0,DB08865
DB00398,0,DB08865
DB00808,0,DB00199
DB01075,0,DB01118
DB00734,0,DB04868
DB00927,0,DB00472
DB08868,0,DB01175
DB00916,0,DB06697
DB01165,0,DB06402
DB08912,0,DB04844
DB01155,0,DB00472
DB00691,0,DB01224
DB00529,0,DB08881
DB00808,0,DB01267
DB00691,0,DB00556
DB00458,0,DB01100
DB06825,0,DB01624
DB00374,0,DB01601
DB01233,0,DB00743
DB06825,0,DB00308
DB09080,0,DB00450
DB00834,0,DB01403
DB01268,0,DB00556
DB00440,0,DB00261
DB00714,0,DB00908
DB00622,0,DB09078
DB00834,0,DB01268
DB01263,0,DB01155
DB01268,0,DB01100
DB00622,0,DB01087
DB01356,0,DB00261
DB00398,0,DB00450
DB08868,0,DB01195
DB00710,0,DB00363
DB00656,0,DB00308
DB01233,0,DB00502
DB00398,0,DB09078
DB05039,0,DB00308
DB01151,0,DB09078
DB01015,0,DB06697
DB04953,0,DB00743
DB09063,0,DB00875
DB01403,0,DB00280
DB01189,0,DB00502
DB01069,0,DB08865
DB00924,0,DB00908
DB09082,0,DB00743
DB01356,0,DB00556
DB06663,0,DB00472
DB01104,0,DB00502
DB00543,0,DB06589
DB00743,0,DB00468
DB00710,0,DB00263
DB00207,0,DB06697
DB01189,0,DB00608
DB00691,0,DB01182
DB00218,0,DB01169
DB05039,0,DB00199
DB00808,0,DB00450
DB01403,0,DB04855
DB00753,0,DB00199
DB00938,0,DB06589
DB00726,0,DB01035
DB00333,0,DB01211
DB00104,0,DB09039
DB00938,0,DB00502
DB00218,0,DB00604
DB08868,0,DB00246
DB01274,0,DB04844
DB04953,0,DB06708
DB01036,0,DB01155
DB00529,0,DB01155
DB00691,0,DB00204
DB04953,0,DB08903
DB00691,0,DB00014
DB01268,0,DB01155
DB00196,0,DB00468
DB00477,0,DB00280
DB04953,0,DB01137
DB00502,0,DB00976
DB08903,0,DB00215
DB00346,0,DB06589
DB00983,0,DB01232
DB08912,0,DB01169
DB00374,0,DB00308
DB00220,0,DB00743
DB00743,0,DB00261
DB01104,0,DB00489
DB00889,0,DB09078
DB00346,0,DB00333
DB00543,0,DB00363
DB01036,0,DB01137
DB00927,0,DB01224
DB04953,0,DB00556
DB00370,0,DB00743
DB00674,0,DB00477
DB00734,0,DB06697
DB00218,0,DB00246
DB00321,0,DB01224
DB01165,0,DB00908
DB00218,0,DB01624
DB00285,0,DB04946
DB08864,0,DB00679
DB00477,0,DB01211
DB00743,0,DB01211
DB00834,0,DB01623
DB00220,0,DB01195
DB01137,0,DB00604
DB00333,0,DB00261
DB00834,0,DB00934
DB05039,0,DB01624
DB00710,0,DB00604
DB01189,0,DB06216
DB01151,0,DB00908
DB00344,0,DB01182
DB00537,0,DB00608
DB00714,0,DB09039
DB01142,0,DB01155
DB00818,0,DB09078
DB00398,0,DB06216
DB00710,0,DB00420
DB00529,0,DB00908
DB01233,0,DB00246
DB01591,0,DB00246
DB06788,0,DB00333
DB00734,0,DB00263
DB00818,0,DB00333
DB00543,0,DB00556
DB08903,0,DB09078
DB01036,0,DB01267
DB06788,0,DB00502
DB00104,0,DB00472
DB01151,0,DB08903
DB01233,0,DB09039
DB00656,0,DB06402
DB01263,0,DB06402
DB00285,0,DB00608
DB01189,0,DB00215
DB08903,0,DB04844
DB00543,0,DB09078
DB01001,0,DB01232
DB00420,0,DB01155
DB05039,0,DB06589
DB06788,0,DB09063
DB00889,0,DB01169
DB01591,0,DB04868
DB01036,0,DB00207
DB01104,0,DB01624
DB00753,0,DB06708
DB00358,0,DB06603
DB01254,0,DB00489
DB08871,0,DB06697
DB02546,0,DB00333
DB01268,0,DB00489
DB00714,0,DB04868
DB00916,0,DB06603
DB00949,0,DB00904
DB00674,0,DB00218
DB00904,0,DB08865
DB00743,0,DB01232
DB01137,0,DB06216
DB00398,0,DB06708
DB00889,0,DB00489
DB00697,0,DB00263
DB01036,0,DB08865
DB01151,0,DB00014
DB00270,0,DB00218
DB01155,0,DB00308
DB08871,0,DB00679
DB08864,0,DB01224
DB01059,0,DB05294
DB00582,0,DB01169
DB00983,0,DB00207
DB00543,0,DB00204
DB00938,0,DB00757
DB00608,0,DB00604
DB09082,0,DB01169
DB00818,0,DB00757
DB00871,0,DB00608
DB00714,0,DB09078
DB00757,0,DB01184
DB06663,0,DB08903
DB00557,0,DB00014
DB00674,0,DB01035
DB00199,0,DB00450
DB05039,0,DB04844
DB08868,0,DB06402
DB00738,0,DB01182
DB08864,0,DB00204
DB00915,0,DB01182
DB00949,0,DB00014
DB00218,0,DB00489
DB01403,0,DB09078
DB00934,0,DB00215
DB01104,0,DB06402
DB09083,0,DB00014
DB00263,0,DB00261
DB01195,0,DB09078
DB00537,0,DB09078
DB00540,0,DB01184
DB00697,0,DB00280
DB08865,0,DB04844
DB06708,0,DB01218
DB01155,0,DB00261
DB00220,0,DB01137
DB00218,0,DB00608
DB01104,0,DB04946
DB00927,0,DB00246
DB00753,0,DB04844
DB01356,0,DB09078
DB00014,0,DB00556
DB09080,0,DB00738
DB01233,0,DB00875
DB01015,0,DB00215
DB00757,0,DB01035
DB00363,0,DB01155
DB00889,0,DB01624
DB00540,0,DB01087
DB00934,0,DB01184
DB01242,0,DB00477
DB00734,0,DB00246
DB01151,0,DB04868
DB00927,0,DB00556
DB02546,0,DB06402
DB08868,0,DB01165
DB00938,0,DB06697
DB00321,0,DB00363
DB08864,0,DB00450
DB00207,0,DB00363
DB00537,0,DB05294
DB00915,0,DB01624
DB06825,0,DB06697
DB00927,0,DB00604
DB09082,0,DB05294
DB09080,0,DB09078
DB00834,0,DB08865
DB01059,0,DB09063
DB00757,0,DB00280
DB04953,0,DB00477
DB08871,0,DB00204
DB01137,0,DB00308
DB00656,0,DB08865
DB00285,0,DB06708
DB00808,0,DB00261
DB01142,0,DB00420
DB00537,0,DB01195
DB01242,0,DB00218
DB00346,0,DB06603
DB00104,0,DB00908
DB08893,0,DB05294
DB00458,0,DB06708
DB00934,0,DB06697
DB00346,0,DB01624
DB00104,0,DB06216
DB00834,0,DB01233
DB08893,0,DB00875
DB00916,0,DB01035
DB00285,0,DB00738
DB01151,0,DB01224
DB00622,0,DB00472
DB00556,0,DB08881
DB00220,0,DB01169
DB00537,0,DB01165
DB01236,0,DB09078
DB00220,0,DB00875
DB01274,0,DB04868
DB01015,0,DB01165
DB05039,0,DB06402
DB00916,0,DB00604
DB00263,0,DB01211
DB00333,0,DB00420
DB00710,0,DB00215
DB06663,0,DB06708
DB00697,0,DB01601
DB08871,0,DB00757
DB00818,0,DB00468
DB00757,0,DB06589
DB00656,0,DB00261
DB00263,0,DB00502
DB01232,0,DB01267
DB00502,0,DB01137
DB00398,0,DB00280
DB00540,0,DB00204
DB09078,0,DB01100
DB00916,0,DB06708
DB01069,0,DB00743
DB01036,0,DB04855
DB01259,0,DB00246
DB01356,0,DB01182
DB00656,0,DB00472
DB00537,0,DB00468
DB00263,0,DB00556
DB01356,0,DB00889
DB01254,0,DB00263
DB06589,0,DB01169
DB01087,0,DB01232
DB08864,0,DB00489
DB08868,0,DB00014
DB00344,0,DB00889
DB00927,0,DB00976
DB01026,0,DB00875
DB00346,0,DB00743
DB00710,0,DB00261
DB00983,0,DB00738
DB00934,0,DB00204
DB00218,0,DB01175
DB00949,0,DB00738
DB08871,0,DB00207
DB00344,0,DB04946
DB01232,0,DB04844
DB08868,0,DB00263
DB01623,0,DB00280
DB01069,0,DB01184
DB00753,0,DB00477
DB00540,0,DB00246
DB04953,0,DB00468
DB01167,0,DB00556
DB06699,0,DB00215
DB02546,0,DB00889
DB01069,0,DB00539
DB00714,0,DB01155
DB00440,0,DB00308
DB00818,0,DB00280
DB00503,0,DB01169
DB00358,0,DB00333
DB08893,0,DB01087
DB01075,0,DB00472
DB01232,0,DB00261
DB00220,0,DB00218
DB01167,0,DB00489
DB01236,0,DB01169
DB01623,0,DB04868
DB01356,0,DB01155
DB01242,0,DB00539
DB00537,0,DB08903
DB01165,0,DB00261
DB00502,0,DB00261
DB01015,0,DB00468
DB00753,0,DB00280
DB08903,0,DB01184
DB06788,0,DB01211
DB00808,0,DB00757
DB01233,0,DB06402
DB00915,0,DB06697
DB00753,0,DB00908
DB00862,0,DB06589
DB01015,0,DB00889
DB00289,0,DB05294
DB00916,0,DB01087
DB00904,0,DB00539
DB01069,0,DB00218
DB05039,0,DB00539
DB00916,0,DB00215
DB00529,0,DB01169
DB00196,0,DB01601
DB00743,0,DB00889
DB09082,0,DB00263
DB00543,0,DB00679
DB00358,0,DB00904
DB01104,0,DB01137
DB00543,0,DB00539
DB00440,0,DB09039
DB01263,0,DB00261
DB00714,0,DB01601
DB00477,0,DB00502
DB00753,0,DB00218
DB00715,0,DB00204
DB00871,0,DB00875
DB01104,0,DB00218
DB06788,0,DB01195
DB00691,0,DB00875
DB06788,0,DB00604
DB09078,0,DB06697
DB00656,0,DB00489
DB00503,0,DB00537
DB08893,0,DB04868
DB00556,0,DB05294
DB00334,0,DB09063
DB00321,0,DB00218
DB00915,0,DB01035
DB01026,0,DB01195
DB09082,0,DB06589
DB00321,0,DB00246
DB00834,0,DB06603
DB01167,0,DB06402
DB00622,0,DB00261
DB00808,0,DB00246
DB01167,0,DB01169
DB08893,0,DB08903
DB00199,0,DB08903
DB00915,0,DB01211
DB05039,0,DB00363
DB06699,0,DB00608
DB00370,0,DB00199
DB01189,0,DB08865
DB00710,0,DB00889
DB00697,0,DB04868
DB06603,0,DB01169
DB00927,0,DB01169
DB01591,0,DB00477
DB01189,0,DB01169
DB01001,0,DB00757
DB06699,0,DB04946
DB00934,0,DB00608
DB08868,0,DB00207
DB01238,0,DB00218
DB00983,0,DB01175
DB00458,0,DB01224
DB00398,0,DB01165
DB00656,0,DB04868
DB00321,0,DB01624
DB01591,0,DB00215
DB00363,0,DB06589
DB00834,0,DB00346
DB01268,0,DB01165
DB00334,0,DB00207
DB01151,0,DB00976
DB00196,0,DB08903
DB00726,0,DB00477
DB00263,0,DB01267
DB08912,0,DB01035
DB00285,0,DB01165
DB06825,0,DB00450
DB00714,0,DB01182
DB08871,0,DB00477
DB00334,0,DB01267
DB01267,0,DB00834
DB01236,0,DB00333
DB00738,0,DB06216
DB00714,0,DB00333
DB00916,0,DB01182
DB01059,0,DB00263
DB00344,0,DB00679
DB00358,0,DB01137
DB00726,0,DB01224
DB01242,0,DB08903
DB06402,0,DB00539
DB00738,0,DB01035
DB00934,0,DB01182
DB06699,0,DB01601
DB00697,0,DB05294
DB09078,0,DB05294
DB00556,0,DB00904
DB00556,0,DB09039
DB01184,0,DB09083
DB01211,0,DB00308
DB00104,0,DB05294
DB00334,0,DB00738
DB01087,0,DB04946
DB00285,0,DB00502
DB00949,0,DB01182
DB00398,0,DB09039
DB00104,0,DB01165
DB00556,0,DB01267
DB00862,0,DB09039
DB01259,0,DB00261
DB00014,0,DB00246
DB00738,0,DB00743
DB00862,0,DB00420
DB00374,0,DB01224
DB00916,0,DB05294
DB00344,0,DB01155
DB01356,0,DB00263
DB00450,0,DB00489
DB00916,0,DB00014
DB00714,0,DB08881
DB00734,0,DB01195
DB00199,0,DB00207
DB02546,0,DB01137
DB08871,0,DB00280
DB00196,0,DB01118
DB09083,0,DB01137
DB00243,0,DB00280
DB01087,0,DB00308
DB08912,0,DB06402
DB00243,0,DB01175
DB00370,0,DB00207
DB00321,0,DB00196
DB00104,0,DB00502
DB00871,0,DB00889
DB08893,0,DB01035
DB00834,0,DB00458
DB01274,0,DB01155
DB00734,0,DB00908
DB06589,0,DB00489
DB01623,0,DB01087
DB01233,0,DB00204
DB01151,0,DB00477
DB01259,0,DB06402
DB00871,0,DB00215
DB00450,0,DB00539
DB01274,0,DB00743
DB00529,0,DB01100
DB06788,0,DB00420
DB00196,0,DB00014
DB00207,0,DB00502
DB01075,0,DB00904
DB00949,0,DB00207
DB00502,0,DB00904
DB00715,0,DB08903
DB00871,0,DB04844
DB00321,0,DB01137
DB00818,0,DB01184
DB00949,0,DB01195
DB08871,0,DB01100
DB01075,0,DB01035
DB00675,0,DB00539
DB00537,0,DB06697
DB01623,0,DB09078
DB00675,0,DB00757
DB00540,0,DB00738
DB00927,0,DB00420
DB00243,0,DB01155
DB00656,0,DB04855
DB01236,0,DB00207
DB00543,0,DB00604
DB00715,0,DB01184
DB00834,0,DB06825
DB08868,0,DB01182
DB01189,0,DB00246
DB06663,0,DB00246
DB09082,0,DB00738
DB00916,0,DB06216
DB09082,0,DB04868
DB00734,0,DB01100
DB00285,0,DB00477
DB01236,0,DB08865
DB00934,0,DB08903
DB00014,0,DB01100
DB00556,0,DB00875
DB00207,0,DB00420
DB00656,0,DB01100
DB00556,0,DB00743
DB00834,0,DB09063
DB00927,0,DB00218
DB00622,0,DB08903
DB01236,0,DB04855
DB00871,0,DB00537
DB00675,0,DB08865
DB00104,0,DB06402
DB00289,0,DB00207
DB06663,0,DB06603
DB01036,0,DB00420
DB01268,0,DB00875
DB01069,0,DB00738
DB00862,0,DB06603
DB05039,0,DB08865
DB00753,0,DB01155
DB01075,0,DB08903
DB01104,0,DB00472
DB00285,0,DB00014
DB00218,0,DB00280
DB01591,0,DB01224
DB00862,0,DB00280
DB00477,0,DB00757
DB00743,0,DB00215
DB00656,0,DB00556
DB00014,0,DB08881
DB01069,0,DB00363
DB09080,0,DB01624
DB04953,0,DB00308
DB00753,0,DB00363
DB00289,0,DB01211
DB00622,0,DB00207
DB00334,0,DB08865
DB01001,0,DB00679
DB00503,0,DB00204
DB00738,0,DB05294
DB01623,0,DB06603
DB00450,0,DB08865
DB00834,0,DB01137
DB08864,0,DB06402
DB01274,0,DB00450
DB01026,0,DB06402
DB00818,0,DB00199
DB00808,0,DB00743
DB01075,0,DB00537
DB01236,0,DB04868
DB00344,0,DB00489
DB00934,0,DB09039
DB00503,0,DB01184
DB09082,0,DB01184
DB01242,0,DB00889
DB01165,0,DB06589
DB01238,0,DB01175
DB00289,0,DB00556
DB00862,0,DB00363
DB06603,0,DB09078
DB00540,0,DB09078
DB01263,0,DB00308
DB00734,0,DB00468
DB00889,0,DB00539
DB00346,0,DB00604
DB01142,0,DB00308
DB01059,0,DB00280
DB00104,0,DB00738
DB00938,0,DB01137
DB00398,0,DB00014
DB01268,0,DB00502
DB00697,0,DB00908
DB00715,0,DB00908
DB00808,0,DB01224
DB01104,0,DB00537
DB00834,0,DB00503
DB00398,0,DB00502
DB08865,0,DB00679
DB00537,0,DB00215
DB00014,0,DB06697
DB00556,0,DB01211
DB09063,0,DB04844
DB00374,0,DB06708
DB00477,0,DB00608
DB08864,0,DB01035
DB06825,0,DB00608
DB06589,0,DB01224
DB04953,0,DB00537
DB06699,0,DB00537
DB01087,0,DB06402
DB00753,0,DB01087
DB06788,0,DB06603
DB00908,0,DB09083
DB00289,0,DB00537
DB00502,0,DB00489
DB01142,0,DB00489
DB09083,0,DB00218
DB00927,0,DB06708
DB01268,0,DB00472
DB00450,0,DB00604
DB00983,0,DB00556
DB00608,0,DB00280
DB01195,0,DB01224
DB00915,0,DB04946
DB00199,0,DB00420
DB00199,0,DB00308
DB00904,0,DB01137
DB06699,0,DB00263
DB00949,0,DB06603
DB01142,0,DB04855
DB01026,0,DB01165
DB06663,0,DB01169
DB06788,0,DB00757
DB01059,0,DB06697
DB00537,0,DB09063
DB01232,0,DB00908
DB00556,0,DB00215
DB00734,0,DB09039
DB05039,0,DB00537
DB00608,0,DB00875
DB01015,0,DB00450
DB00608,0,DB01169
DB01238,0,DB01165
DB00938,0,DB06603
DB01069,0,DB00308
DB01001,0,DB01195
DB00834,0,DB08871
DB04953,0,DB00679
DB01059,0,DB01267
DB00608,0,DB00261
DB00270,0,DB00280
DB00834,0,DB00738
DB00218,0,DB00450
DB00734,0,DB01035
DB02546,0,DB00502
DB00697,0,DB01087
DB00334,0,DB00014
DB00358,0,DB00261
DB00889,0,DB04946
DB00622,0,DB00308
DB00904,0,DB01087
DB00889,0,DB01232
DB00285,0,DB04868
DB00871,0,DB05294
DB06663,0,DB00263
DB06402,0,DB08881
DB00370,0,DB01035
DB02546,0,DB01035
DB08903,0,DB00875
DB00537,0,DB00743
DB00196,0,DB01232
DB00263,0,DB01087
DB00949,0,DB01224
DB00270,0,DB00743
DB00757,0,DB01155
DB00188,0,DB06697
DB00934,0,DB09078
DB00188,0,DB00308
DB01356,0,DB00204
DB01242,0,DB00468
DB00915,0,DB00014
DB00263,0,DB01165
DB00834,0,DB00691
DB01137,0,DB01267
DB01059,0,DB00218
DB00934,0,DB01601
DB00738,0,DB00904
DB09080,0,DB00556
DB01267,0,DB09083
DB00104,0,DB09078
DB00398,0,DB00608
DB06663,0,DB01035
DB08871,0,DB00215
DB00915,0,DB01232
DB00243,0,DB00218
DB01623,0,DB00204
DB00927,0,DB06216
DB01274,0,DB00468
DB00938,0,DB00333
DB06825,0,DB01267
DB00834,0,DB08893
DB06663,0,DB06589
DB00726,0,DB06402
DB00691,0,DB00468
DB06699,0,DB00477
DB01189,0,DB00477
DB00808,0,DB09078
DB01087,0,DB08903
DB00753,0,DB00215
DB00674,0,DB00308
DB01236,0,DB09039
DB00983,0,DB00450
DB00450,0,DB00204
DB00540,0,DB00743
DB04953,0,DB01118
DB00344,0,DB00537
DB00014,0,DB01267
DB01036,0,DB00333
DB01142,0,DB00757
DB00710,0,DB01601
DB01015,0,DB00477
DB00938,0,DB01087
DB00529,0,DB00904
DB00834,0,DB01189
DB00220,0,DB04844
DB00503,0,DB04855
DB00557,0,DB00537
DB09082,0,DB00908
DB01189,0,DB09063
DB00934,0,DB04855
DB00818,0,DB00908
DB00346,0,DB04844
DB00715,0,DB00537
DB08871,0,DB00450
DB01259,0,DB06603
DB06825,0,DB00908
DB08871,0,DB00976
DB00285,0,DB01087
DB00622,0,DB06402
DB00556,0,DB01184
DB00834,0,DB06699
DB06825,0,DB01155
DB01403,0,DB01211
DB00656,0,DB05294
DB00656,0,DB00537
DB01026,0,DB01155
DB00834,0,DB09082
DB00363,0,DB00757
DB00218,0,DB00263
DB00889,0,DB01211
DB00374,0,DB00246
DB01001,0,DB00280
DB00808,0,DB01624
DB01069,0,DB00889
DB08893,0,DB06402
DB00370,0,DB00604
DB00938,0,DB00468
DB01242,0,DB01184
DB00753,0,DB00875
DB00834,0,DB00808
DB01263,0,DB00743
DB00537,0,DB01118
DB00753,0,DB01224
DB00808,0,DB06603
DB00715,0,DB00468
DB00263,0,DB08903
DB00714,0,DB01118
DB02546,0,DB00738
DB00398,0,DB01155
DB01232,0,DB01035
DB00691,0,DB01601
DB00608,0,DB00539
DB08903,0,DB00261
DB01623,0,DB08865
DB00363,0,DB00420
DB00871,0,DB01035
DB01104,0,DB00280
DB00710,0,DB06216
DB00440,0,DB00014
DB00656,0,DB00199
DB00440,0,DB00215
DB00915,0,DB00889
DB01233,0,DB01601
DB01015,0,DB08865
DB01001,0,DB00904
DB00458,0,DB00218
DB06402,0,DB01267
DB00710,0,DB00539
DB00582,0,DB04844
DB09083,0,DB00477
DB00333,0,DB01155
DB00285,0,DB00207
DB01236,0,DB01195
DB00218,0,DB01195
DB00904,0,DB00261
DB00675,0,DB00450
DB00808,0,DB00502
DB06603,0,DB00204
DB01165,0,DB00604
DB01026,0,DB00489
DB01356,0,DB00207
DB00715,0,DB00743
DB00743,0,DB01184
DB01001,0,DB00556
DB09080,0,DB00904
DB00934,0,DB08865
DB00104,0,DB00246
DB00529,0,DB01035
DB04953,0,DB00908
DB00557,0,DB00604
DB00104,0,DB04855
DB00915,0,DB00207
DB00503,0,DB00450
DB00450,0,DB01182
DB00738,0,DB00308
DB00334,0,DB00199
DB00014,0,DB00420
DB01236,0,DB01182
DB01036,0,DB00261
DB00188,0,DB01035
DB00537,0,DB06216
DB00674,0,DB01224
DB00889,0,DB00261
DB01069,0,DB00420
DB01075,0,DB04855
DB00983,0,DB08865
DB01189,0,DB00420
DB00270,0,DB00604
DB01165,0,DB09039
DB08871,0,DB00333
DB08868,0,DB06697
DB00014,0,DB00738
DB00697,0,DB01175
DB00557,0,DB00757
DB08893,0,DB00215
DB00715,0,DB00199
DB01165,0,DB00679
DB01236,0,DB01267
DB00344,0,DB00218
DB00674,0,DB00757
DB01137,0,DB01224
DB01155,0,DB06402
DB01238,0,DB01087
DB00218,0,DB04946
DB01137,0,DB01601
DB00458,0,DB09078
DB00938,0,DB01165
DB01233,0,DB09063
DB08893,0,DB00738
DB00370,0,DB00757
DB00207,0,DB00537
DB01259,0,DB00207
DB06699,0,DB00014
DB00916,0,DB00743
DB06788,0,DB00014
DB00743,0,DB06402
DB00557,0,DB00468
DB00715,0,DB00450
DB00346,0,DB00308
DB00916,0,DB01137
DB00196,0,DB00199
DB01087,0,DB05294
DB00726,0,DB00875
DB00915,0,DB01137
DB08912,0,DB01137
DB00440,0,DB06402
DB00697,0,DB00976
DB00726,0,DB01100
DB00916,0,DB00539
DB06825,0,DB00757
DB01001,0,DB01118
DB00834,0,DB00220
DB00691,0,DB00246
DB02546,0,DB06697
DB08912,0,DB00450
DB00916,0,DB00420
DB08903,0,DB01267
DB00656,0,DB08903
DB01072,0,DB00450
DB01242,0,DB06402
DB00370,0,DB06708
DB00334,0,DB00608
DB00358,0,DB04868
DB01151,0,DB01100
DB02546,0,DB01100
DB01165,0,DB01195
DB00220,0,DB00489
DB00014,0,DB01624
DB00344,0,DB01195
DB02546,0,DB05294
DB01268,0,DB00280
DB00014,0,DB09078
DB00289,0,DB00246
DB01075,0,DB00502
DB02546,0,DB06589
DB00743,0,DB01169
DB00697,0,DB00014
DB01274,0,DB01175
DB01189,0,DB00757
DB09080,0,DB08865
DB01268,0,DB00261
DB01189,0,DB00280
DB00199,0,DB09078
DB00218,0,DB00468
DB01104,0,DB04868
DB01268,0,DB06603
DB00398,0,DB00875
DB00726,0,DB00502
DB00104,0,DB01155
DB04953,0,DB04855
DB01137,0,DB00539
DB00557,0,DB06697
DB01356,0,DB08865
DB04953,0,DB01175
DB09080,0,DB04855
DB00263,0,DB01035
DB00557,0,DB00308
DB00308,0,DB09083
DB00104,0,DB00218
DB09082,0,DB00333
DB01059,0,DB00875
DB09083,0,DB09078
DB00738,0,DB00976
DB01059,0,DB00420
DB00529,0,DB01182
DB00358,0,DB00204
DB00363,0,DB01137
DB00346,0,DB04946
DB00710,0,DB01232
DB01189,0,DB01087
DB00889,0,DB00976
DB08868,0,DB08865
DB00818,0,DB01155
DB00398,0,DB00889
DB00458,0,DB00014
DB00207,0,DB00904
DB00450,0,DB01118
DB00938,0,DB00204
DB00289,0,DB01224
DB00215,0,DB09083
DB00927,0,DB01165
DB00726,0,DB00608
DB01263,0,DB01169
DB00656,0,DB00875
DB00529,0,DB05294
DB01233,0,DB00468
DB08865,0,DB00308
DB00374,0,DB06697
DB00458,0,DB00263
DB00983,0,DB00261
DB00440,0,DB00604
DB00697,0,DB06402
DB01069,0,DB04946
DB00738,0,DB01624
DB00726,0,DB00908
DB06402,0,DB09039
DB00196,0,DB06697
DB08871,0,DB00308
DB00983,0,DB00608
DB00270,0,DB04844
DB00540,0,DB04844
DB00285,0,DB00199
DB01075,0,DB04868
DB01623,0,DB00604
DB01591,0,DB00604
DB00333,0,DB05294
DB06788,0,DB00199
DB00503,0,DB01035
