d1,r,d2
DB01171,0,DB01067
DB08918,0,DB01015
DB00839,0,DB01124
DB01137,0,DB00412
DB00817,0,DB00359
DB01420,0,DB00284
DB01626,0,DB00672
DB01137,0,DB00359
DB06700,0,DB00839
DB01171,0,DB00222
DB01208,0,DB00468
DB01251,0,DB00359
DB00598,0,DB00839
DB00614,0,DB00280
DB00284,0,DB00834
DB00685,0,DB00738
DB00491,0,DB01124
DB00614,0,DB00359
DB01059,0,DB06203
DB01132,0,DB01289
DB01124,0,DB06663
DB01250,0,DB00359
DB06710,0,DB01261
DB01247,0,DB01124
DB04896,0,DB08907
DB09245,0,DB08907
DB01247,0,DB01067
DB01580,0,DB00839
DB01014,0,DB00359
DB01137,0,DB01124
DB00805,0,DB00738
DB01626,0,DB00738
DB01247,0,DB06203
DB01367,0,DB06203
DB06203,0,DB01067
DB00779,0,DB00738
DB01076,0,DB01067
DB01044,0,DB01124
DB00571,0,DB01251
DB01210,0,DB00839
DB09244,0,DB00834
DB13873,0,DB01124
DB00861,0,DB01124
DB09241,0,DB00839
DB00195,0,DB01067
DB09543,0,DB00738
DB00827,0,DB06292
DB00182,0,DB00912
DB00752,0,DB09038
DB00233,0,DB01124
DB09038,0,DB00359
DB01295,0,DB00222
DB06700,0,DB08907
DB00912,0,DB01120
DB00521,0,DB00672
DB01059,0,DB01261
DB08918,0,DB06292
DB00636,0,DB01124
DB00752,0,DB01124
DB01580,0,DB01067
DB00264,0,DB01067
DB00187,0,DB01124
DB00491,0,DB00834
DB00264,0,DB01016
DB09038,0,DB01268
DB00467,0,DB01200
DB00419,0,DB00839
DB00685,0,DB01120
DB00215,0,DB00912
DB00945,0,DB00331
DB00780,0,DB00912
DB00779,0,DB01120
DB11079,0,DB01067
DB00861,0,DB01261
DB00672,0,DB06663
DB00624,0,DB00839
DB06335,0,DB01016
DB08804,0,DB01016
DB01137,0,DB00731
DB00280,0,DB00738
DB00467,0,DB00912
DB01149,0,DB00491
DB09244,0,DB01268
DB01420,0,DB00738
DB01420,0,DB00359
DB00244,0,DB00359
DB00685,0,DB01015
DB01250,0,DB00331
DB01171,0,DB01015
DB00827,0,DB01268
DB04876,0,DB01016
DB04576,0,DB00468
DB06710,0,DB00912
DB01250,0,DB00738
DB00614,0,DB09038
DB04896,0,DB09038
DB00182,0,DB00359
DB06718,0,DB01268
DB01247,0,DB09038
DB01175,0,DB00412
DB00244,0,DB00491
DB01110,0,DB01067
DB00752,0,DB00359
DB00960,0,DB01251
DB09038,0,DB01251
DB00621,0,DB00359
DB08804,0,DB00468
DB00621,0,DB01200
DB00487,0,DB00839
DB00685,0,DB00412
DB00805,0,DB06335
DB04896,0,DB00359
DB11079,0,DB00331
DB01420,0,DB00912
DB00468,0,DB01067
DB00521,0,DB01124
DB04846,0,DB01120
DB01137,0,DB00280
DB00244,0,DB01120
DB09038,0,DB00672
DB00912,0,DB06791
DB01168,0,DB06335
DB00715,0,DB00412
DB01208,0,DB00331
DB00419,0,DB00359
DB00284,0,DB01016
DB01037,0,DB00491
DB01171,0,DB00491
DB01175,0,DB00731
DB00331,0,DB00263
DB00945,0,DB00672
DB01014,0,DB00672
DB00244,0,DB01016
DB00280,0,DB00359
DB01155,0,DB00284
DB01208,0,DB00359
DB00936,0,DB06335
DB00284,0,DB00263
DB00805,0,DB01120
DB00861,0,DB01200
DB06710,0,DB00839
DB00621,0,DB08907
DB01104,0,DB01067
DB01251,0,DB01120
DB01250,0,DB06335
DB00945,0,DB00731
DB06412,0,DB00284
DB00780,0,DB01132
DB01059,0,DB00491
DB01297,0,DB00672
DB01104,0,DB01132
DB00685,0,DB06292
DB01175,0,DB06292
DB00685,0,DB01067
DB00419,0,DB00731
DB08918,0,DB01268
DB00104,0,DB06791
DB00335,0,DB01120
DB00636,0,DB01067
DB00624,0,DB00738
DB00491,0,DB00263
DB08983,0,DB01120
DB00912,0,DB06663
DB00244,0,DB08907
DB00233,0,DB01261
DB08918,0,DB06335
DB00467,0,DB01261
DB00419,0,DB01124
DB06710,0,DB00731
DB00945,0,DB00491
DB06710,0,DB06335
DB00521,0,DB01016
DB00233,0,DB00672
DB08907,0,DB01067
DB08808,0,DB00839
DB00715,0,DB00222
DB00359,0,DB00738
DB01168,0,DB01132
DB00624,0,DB09038
DB01136,0,DB00672
DB04896,0,DB00412
DB00912,0,DB01016
DB09244,0,DB01132
DB00817,0,DB01015
DB08804,0,DB00672
DB00779,0,DB01015
DB00960,0,DB01067
DB09543,0,DB01067
DB04861,0,DB00672
DB01110,0,DB01016
DB01210,0,DB01120
DB06412,0,DB01132
DB04576,0,DB00331
DB01626,0,DB06292
DB00672,0,DB01268
DB13873,0,DB00222
DB01626,0,DB01200
DB04861,0,DB01016
DB00866,0,DB01251
DB08804,0,DB01015
DB01297,0,DB01120
DB00621,0,DB01067
DB00614,0,DB00839
DB08882,0,DB00839
DB04576,0,DB01015
DB01626,0,DB00834
DB01393,0,DB01067
DB11079,0,DB00912
DB00912,0,DB01268
DB00805,0,DB01200
DB00487,0,DB09038
DB00285,0,DB00284
DB06700,0,DB00912
DB01185,0,DB01124
DB01149,0,DB00412
DB00166,0,DB00412
DB01250,0,DB01261
DB06718,0,DB00468
DB01104,0,DB00222
DB00487,0,DB00284
DB01039,0,DB01120
DB00467,0,DB00468
DB00487,0,DB01120
DB00166,0,DB00331
DB00182,0,DB01016
DB00752,0,DB00331
DB00233,0,DB06292
DB00621,0,DB06203
DB00476,0,DB01132
DB00264,0,DB00222
DB00817,0,DB01261
DB04878,0,DB00731
DB01067,0,DB06791
DB00752,0,DB00280
DB00780,0,DB00359
DB01420,0,DB09038
DB00182,0,DB06292
DB04846,0,DB01067
DB04896,0,DB01016
DB09241,0,DB01261
DB01014,0,DB00263
DB00805,0,DB01132
DB01059,0,DB00672
DB00621,0,DB06335
DB01185,0,DB00284
DB01208,0,DB01124
DB00487,0,DB01015
DB00467,0,DB01124
DB01420,0,DB00280
DB09038,0,DB00912
DB00817,0,DB00222
DB00614,0,DB00834
DB01393,0,DB01120
DB06412,0,DB00731
DB01295,0,DB01289
DB00472,0,DB08907
DB01247,0,DB01268
DB01037,0,DB00839
DB00780,0,DB06292
DB01247,0,DB00284
DB08804,0,DB06292
DB00571,0,DB01120
DB06412,0,DB01067
DB01393,0,DB01124
DB01252,0,DB01015
DB00284,0,DB00280
DB00373,0,DB00672
DB00780,0,DB06335
DB01626,0,DB08907
DB00914,0,DB01016
DB01155,0,DB09038
DB09543,0,DB08907
DB01295,0,DB01016
DB00936,0,DB01016
DB00571,0,DB01124
DB00779,0,DB00731
DB00233,0,DB00280
DB04846,0,DB01289
DB01037,0,DB06335
DB00945,0,DB00738
DB00621,0,DB00834
DB00284,0,DB01015
DB01250,0,DB00280
DB01136,0,DB01016
DB09543,0,DB01016
DB00472,0,DB01261
DB13873,0,DB01289
DB06203,0,DB00359
DB01420,0,DB01120
DB01136,0,DB01120
DB01208,0,DB00738
DB00176,0,DB00491
DB01015,0,DB01016
DB00779,0,DB00280
DB00195,0,DB00672
DB00914,0,DB00222
DB00636,0,DB00839
DB06335,0,DB00222
DB04896,0,DB06203
DB09244,0,DB08907
DB08808,0,DB01120
DB01037,0,DB06203
DB09543,0,DB00331
DB01250,0,DB00491
DB00827,0,DB00834
DB01059,0,DB00284
DB01250,0,DB00468
DB01420,0,DB01200
DB01580,0,DB01289
DB00780,0,DB09038
DB00489,0,DB00222
DB05039,1,DB00223
DB05039,1,DB00903
DB08970,1,DB00232
DB00983,1,DB00903
DB01380,1,DB00214
DB00221,1,DB00524
DB00959,1,DB00774
DB00668,1,DB00774
DB13139,1,DB00999
DB00741,1,DB00880
DB01407,1,DB01021
DB01291,1,DB00887
DB00394,1,DB00903
DB00288,1,DB00808
DB00841,1,DB00880
DB00596,1,DB00436
DB01410,1,DB00232
DB00394,1,DB00887
DB01130,1,DB00214
DB00253,1,DB01021
DB01222,1,DB00774
DB06781,1,DB00232
DB05039,1,DB00741
DB05039,1,DB00808
DB08970,1,DB01325
DB00394,1,DB00436
DB09091,1,DB01324
DB09091,1,DB00887
DB00873,1,DB00887
DB00368,1,DB01325
DB01407,1,DB00808
DB00896,1,DB00310
DB00938,1,DB01021
DB01384,1,DB01324
DB08970,1,DB00808
DB00896,1,DB01021
DB00324,1,DB00436
DB01047,1,DB00774
DB01708,1,DB01324
DB08970,1,DB00774
DB00368,1,DB00808
DB00938,1,DB00695
DB13158,1,DB00681
DB00668,1,DB01021
DB00687,1,DB00310
DB06262,1,DB01021
DB13158,1,DB00695
DB01064,1,DB01021
DB13158,1,DB00232
DB13158,1,DB01324
DB00620,1,DB00681
DB00547,1,DB00774
DB08970,1,DB00695
DB00873,1,DB00232
DB13139,1,DB01021
DB01064,1,DB00214
DB01064,1,DB00808
DB01380,1,DB01325
DB08970,1,DB00310
DB04846,1,DB00310
DB01408,1,DB00214
DB01384,1,DB01325
DB00180,1,DB00681
DB06262,1,DB00524
DB00867,1,DB00999
DB00655,1,DB00681
DB00938,1,DB00436
DB00443,1,DB00774
DB00846,1,DB00880
DB09091,1,DB00310
DB00764,1,DB00681
DB00896,1,DB00774
DB08905,1,DB01325
DB00896,1,DB00695
DB00741,1,DB00774
DB01130,1,DB00774
DB05039,1,DB00443
DB01407,1,DB00436
DB01291,1,DB00774
DB00867,1,DB01324
DB13139,1,DB00524
DB00449,1,DB00232
DB00547,1,DB00310
DB01288,1,DB00232
DB01708,1,DB00695
DB00999,1,DB00273
DB06786,1,DB00524
DB00663,1,DB00999
DB00873,1,DB00310
DB00983,1,DB01324
DB13139,1,DB01324
DB00394,1,DB00880
DB00655,1,DB00524
DB00394,1,DB00808
DB00873,1,DB01325
DB05039,1,DB00663
DB01288,1,DB00524
DB00635,1,DB00681
DB00180,1,DB00436
DB00288,1,DB00524
DB00180,1,DB01325
DB08971,1,DB00903
DB01064,1,DB00695
DB00841,1,DB00903
DB00668,1,DB00436
DB00983,1,DB00232
DB00668,1,DB00808
DB01274,1,DB00999
DB01001,1,DB00695
DB00596,1,DB01324
DB01291,1,DB00232
DB05039,1,DB01260
DB00764,1,DB00887
DB01410,1,DB00903
DB00846,1,DB00808
DB05039,1,DB01130
DB00223,1,DB01324
DB00938,1,DB00232
DB00547,1,DB00436
DB01408,1,DB00232
DB00588,1,DB00436
DB00938,1,DB00999
DB05039,1,DB00232
DB09095,1,DB00436
DB00983,1,DB00214
DB08971,1,DB00436
DB00860,1,DB00808
DB04846,1,DB00887
DB00240,1,DB01324
DB02187,1,DB00310
DB09095,1,DB00214
DB09082,1,DB00999
DB00838,1,DB01324
DB13158,1,DB00808
DB00663,1,DB00880
DB00591,1,DB00436
DB00591,1,DB01324
DB01380,1,DB00681
DB01130,1,DB00808
DB00591,1,DB00695
DB02187,1,DB00999
DB00867,1,DB00524
DB01260,1,DB00774
DB08906,1,DB00887
DB00591,1,DB00808
DB01384,1,DB00887
DB00687,1,DB00695
DB09095,1,DB00999
DB06786,1,DB00880
DB00635,1,DB01325
DB11921,1,DB00681
DB00860,1,DB00681
DB01288,1,DB01021
DB01260,1,DB00999
DB00547,1,DB00887
DB01274,1,DB00695
DB00873,1,DB01021
DB01013,1,DB00880
DB01291,1,DB00903
DB13139,1,DB00887
DB00591,1,DB00310
DB00596,1,DB00524
DB00741,1,DB00524
DB00741,1,DB01021
DB04574,1,DB00310
DB04574,1,DB01021
DB02187,1,DB00681
DB00959,1,DB00524
DB09080,1,DB00436
DB00896,1,DB00880
DB01260,1,DB00524
DB01130,1,DB00681
DB00896,1,DB00681
DB02187,1,DB00808
DB00764,1,DB00524
DB00397,1,DB00808
DB00240,1,DB00880
DB00397,1,DB00903
DB01380,1,DB01021
DB00591,1,DB00232
DB00959,1,DB00999
DB00655,1,DB00880
DB05039,1,DB00887
DB00253,1,DB00436
DB08905,1,DB01021
DB00846,1,DB00887
DB13158,1,DB01021
DB00240,1,DB00695
DB00443,1,DB00903
DB00588,1,DB00999
DB01222,1,DB01324
DB06262,1,DB00232
DB08971,1,DB00695
DB08906,1,DB01021
DB01408,1,DB00903
DB08906,1,DB00310
DB01013,1,DB00887
DB00635,1,DB00808
DB01013,1,DB01325
DB00620,1,DB00887
DB00449,1,DB01021
DB00443,1,DB00436
DB00180,1,DB00999
DB00221,1,DB00880
DB00288,1,DB00999
DB00816,1,DB00880
DB01047,1,DB01325
DB06786,1,DB01021
DB01234,1,DB00887
DB04574,1,DB01324
DB01407,1,DB00880
DB00860,1,DB01021
DB01047,1,DB00887
DB00938,1,DB00903
DB05039,1,DB08905
DB00223,1,DB00214
DB00240,1,DB00887
DB00547,1,DB01021
DB04574,1,DB00903
DB00687,1,DB00808
DB00449,1,DB00310
DB00687,1,DB01324
DB01234,1,DB00903
DB00938,1,DB00887
DB01047,1,DB01021
DB05039,1,DB02187
DB01130,1,DB00436
DB00223,1,DB00232
DB01047,1,DB00880
DB00687,1,DB00214
DB00867,1,DB00436
DB01260,1,DB00214
DB06786,1,DB01324
DB08905,1,DB00681
DB13158,1,DB00524
DB01380,1,DB00232
DB09095,1,DB01324
DB00180,1,DB00887
DB01130,1,DB00524
DB01001,1,DB01021
DB01384,1,DB00999
DB00449,1,DB01325
DB00596,1,DB00214
DB01234,1,DB00695
DB00253,1,DB00999
DB00620,1,DB00695
DB00443,1,DB01021
DB00588,1,DB00214
DB00288,1,DB00681
DB09095,1,DB00681
DB05039,1,DB08906
DB00938,1,DB00310
DB00764,1,DB00999
DB00959,1,DB00214
DB01260,1,DB00436
DB00324,1,DB00232
DB08970,1,DB00524
DB00596,1,DB00808
DB00221,1,DB00214
DB00841,1,DB00214
DB00687,1,DB00887
DB01708,1,DB00999
DB00764,1,DB00808
DB02187,1,DB01021
DB04846,1,DB00808
DB01001,1,DB00524
DB00524,1,DB00273
DB00324,1,DB00774
DB09095,1,DB00887
DB00180,1,DB01021
DB01102,1,DB00232
DB13139,1,DB00436
DB00841,1,DB00999
DB00449,1,DB00903
DB00547,1,DB00808
DB00324,1,DB00310
DB05039,1,DB00687
DB00221,1,DB00232
DB01410,1,DB00999
DB04574,1,DB00887
DB09082,1,DB00808
DB00983,1,DB00999
DB01384,1,DB00880
DB01222,1,DB00214
DB05039,1,DB00764
DB01708,1,DB00808
DB01407,1,DB00999
DB01234,1,DB00774
DB09080,1,DB00808
DB05039,1,DB01325
DB01222,1,DB00232
DB01222,1,DB00695
DB00873,1,DB00524
DB00871,1,DB00903
DB00449,1,DB00524
DB04846,1,DB01325
DB00240,1,DB00808
DB01384,1,DB00774
DB01380,1,DB00903
DB05039,1,DB00860
DB11921,1,DB00695
DB08905,1,DB00695
DB00846,1,DB00436
DB00443,1,DB01324
DB00588,1,DB00887
DB00240,1,DB00524
DB00871,1,DB00310
DB08905,1,DB00436
DB00938,1,DB00880
DB00253,1,DB00681
DB09095,1,DB00524
DB00896,1,DB00214
DB08971,1,DB00880
DB01047,1,DB00903
DB00668,1,DB00695
DB09091,1,DB00903
DB00838,1,DB00681
DB00764,1,DB01324
DB00687,1,DB00524
DB00959,1,DB00887
DB00324,1,DB00880
DB01013,1,DB00232
DB00591,1,DB00880
DB04846,1,DB00880
DB00816,1,DB00524
DB01366,1,DB00310
DB00253,1,DB00808
DB06786,1,DB00681
DB00310,1,DB00273
DB08971,1,DB00999
DB09082,1,DB00695
DB00838,1,DB00310
DB00687,1,DB00903
DB00635,1,DB00880
DB08905,1,DB00774
DB06786,1,DB00695
DB00324,1,DB00214
DB11921,1,DB00774
DB13158,1,DB00887
DB01234,1,DB01325
DB00687,1,DB00880
DB02187,1,DB00524
DB01013,1,DB00214
DB01324,1,DB00273
DB01708,1,DB00310
DB00867,1,DB00903
DB05039,1,DB00324
DB01708,1,DB01325
DB05039,1,DB00655
DB01288,1,DB00774
DB00288,1,DB00887
DB01130,1,DB01021
DB00741,1,DB00232
DB08905,1,DB01324
DB01001,1,DB00436
DB00288,1,DB01325
DB00596,1,DB01325
DB00221,1,DB01324
DB09080,1,DB01324
DB00596,1,DB00999
DB01222,1,DB00436
DB01407,1,DB00232
DB00591,1,DB00903
DB01102,1,DB00808
DB09080,1,DB00903
DB02187,1,DB00880
DB00841,1,DB01325
DB00620,1,DB00880
DB08906,1,DB00808
DB00867,1,DB00214
DB01408,1,DB00999
DB00588,1,DB01021
DB01130,1,DB00903
DB01380,1,DB00887
DB11921,1,DB00524
DB01047,1,DB00695
DB00841,1,DB00232
DB00324,1,DB00999
DB01408,1,DB00524
DB00816,1,DB01325
DB01047,1,DB01324
DB11921,1,DB00999
DB00867,1,DB00887
DB04574,1,DB00695
DB01274,1,DB01325
DB00687,1,DB00232
DB08905,1,DB00808
DB05039,1,DB00436
DB00663,1,DB00903
DB01366,1,DB00232
DB01102,1,DB00214
DB01001,1,DB01324
DB01410,1,DB00681
DB00867,1,DB00695
DB00687,1,DB00774
DB09095,1,DB00808
DB00620,1,DB00310
DB00288,1,DB00310
DB06262,1,DB00774
DB00655,1,DB00232
DB11921,1,DB00808
DB00620,1,DB00232
DB00221,1,DB00887
DB00663,1,DB00436
DB00873,1,DB00436
DB01260,1,DB00232
DB00620,1,DB00774
DB01408,1,DB00887
DB08905,1,DB00880
DB09080,1,DB00999
DB00253,1,DB01324
DB01408,1,DB00880
DB00443,1,DB00310
DB06786,1,DB00310
DB01234,1,DB00232
DB09082,1,DB00774
DB08971,1,DB00808
DB06786,1,DB00903
DB00871,1,DB00436
DB00223,1,DB01325
DB08906,1,DB01324
DB00655,1,DB00310
DB00253,1,DB00214
DB00860,1,DB00214
DB00816,1,DB00903
DB00838,1,DB00887
DB00846,1,DB00695
DB08970,1,DB00887
DB06262,1,DB01324
DB02187,1,DB00774
DB04846,1,DB01021
DB00394,1,DB00310
DB00764,1,DB01325
DB00896,1,DB01324
DB01102,1,DB00774
DB01708,1,DB00887
DB00180,1,DB00524
DB00846,1,DB00999
DB00253,1,DB00524
DB08905,1,DB00524
DB00816,1,DB00999
DB00838,1,DB00903
DB00668,1,DB00887
DB01130,1,DB00999
DB00663,1,DB00681
DB00324,1,DB00524
DB01291,1,DB00310
DB01274,1,DB00903
DB00547,1,DB01325
DB05039,1,DB00846
DB01064,1,DB01324
DB00687,1,DB00999
DB00449,1,DB00774
DB00288,1,DB00436
DB00288,1,DB01324
DB00324,1,DB00695
DB09082,1,DB01325
DB01708,1,DB00436
DB00635,1,DB01021
DB00838,1,DB00232
DB01130,1,DB00310
DB09095,1,DB00695
DB00240,1,DB00903
DB09091,1,DB00232
DB00860,1,DB01325
DB01708,1,DB00524
DB01064,1,DB00436
DB09080,1,DB00524
DB01410,1,DB00310
DB05039,1,DB00547
DB06781,1,DB00880
DB00253,1,DB00774
DB08906,1,DB00214
DB00838,1,DB00880
DB06262,1,DB00887
DB05039,1,DB00588
DB00368,1,DB00774
DB09082,1,DB00232
DB00938,1,DB00214
DB00655,1,DB00887
DB00443,1,DB00681
DB00816,1,DB00887
DB00324,1,DB00903
DB01708,1,DB00232
DB00368,1,DB01021
DB06786,1,DB00774
DB00741,1,DB00695
DB00764,1,DB00695
DB01260,1,DB00887
DB00860,1,DB01324
DB01291,1,DB00808
DB00896,1,DB00903
DB01708,1,DB00880
DB00846,1,DB01325
DB00588,1,DB00880
DB00397,1,DB00232
DB00687,1,DB01325
DB08970,1,DB00999
DB01410,1,DB00524
DB01234,1,DB00436
DB00620,1,DB00436
DB05039,1,DB01013
DB00896,1,DB00808
DB13158,1,DB00999
DB00860,1,DB00695
DB00959,1,DB00681
DB00394,1,DB01324
DB04574,1,DB00999
DB00591,1,DB00774
DB08905,1,DB00232
DB09080,1,DB01021
DB00983,1,DB00808
DB08906,1,DB00999
DB00959,1,DB00695
DB00663,1,DB00214
DB01064,1,DB00310
DB00547,1,DB00524
DB00938,1,DB00524
DB01274,1,DB00808
DB01288,1,DB00999
DB05039,1,DB13158
DB01291,1,DB01324
DB08906,1,DB00524
DB00443,1,DB00887
DB08970,1,DB01324
DB00655,1,DB00214
DB00959,1,DB01021
DB06781,1,DB00695
DB09095,1,DB00903
DB05039,1,DB08970
DB01102,1,DB01021
DB00871,1,DB00880
DB00596,1,DB00774
DB00846,1,DB00903
DB09095,1,DB00310
DB00983,1,DB00880
DB00223,1,DB00808
DB01291,1,DB01021
DB00397,1,DB00999
DB00838,1,DB00774
DB01288,1,DB00436
DB01102,1,DB00524
DB00588,1,DB01324
DB04846,1,DB00999
DB01366,1,DB00880
DB09080,1,DB00310
DB01260,1,DB00903
DB08971,1,DB00887
DB00635,1,DB00774
DB01274,1,DB00880
DB09080,1,DB00887
DB01222,1,DB00524
DB01222,1,DB00310
DB00240,1,DB00774
DB05039,1,DB00394
DB01288,1,DB00214
DB00896,1,DB00887
DB00816,1,DB00808
DB04574,1,DB00524
DB08971,1,DB00214
DB01708,1,DB01021
DB00288,1,DB00695
DB00668,1,DB00524
DB00443,1,DB01325
DB00443,1,DB00880
DB08970,1,DB01021
DB00588,1,DB00681
DB01325,1,DB00273
DB01407,1,DB00695
DB01047,1,DB00681
DB00547,1,DB00232
DB00841,1,DB00524
DB00397,1,DB00310
DB05039,1,DB00214
DB00620,1,DB01021
DB05039,1,DB01222
DB00871,1,DB01325
DB06781,1,DB00774
DB00394,1,DB00999
DB00394,1,DB00774
DB01366,1,DB00214
DB00240,1,DB00232
DB11921,1,DB00880
DB00668,1,DB00214
DB06781,1,DB00903
DB00774,1,DB00273
DB00846,1,DB00310
DB04846,1,DB00695
DB00871,1,DB01324
DB01222,1,DB00808
DB01260,1,DB01324
DB05039,1,DB00896
DB00180,1,DB00903
DB13139,1,DB00232
DB06262,1,DB00999
DB00368,1,DB00999
DB00959,1,DB00232
DB00620,1,DB00999
DB01047,1,DB00808
DB00449,1,DB00695
DB01013,1,DB00524
DB01222,1,DB00903
DB00841,1,DB00774
DB01274,1,DB01021
DB05039,1,DB00180
DB01274,1,DB00524
DB00741,1,DB00808
DB00596,1,DB00695
DB00816,1,DB00232
DB01408,1,DB01324
DB00764,1,DB00232
DB01366,1,DB00695
DB01001,1,DB00232
DB00873,1,DB01324
DB01234,1,DB00310
DB00860,1,DB00232
DB00663,1,DB01324
DB05039,1,DB11921
DB00846,1,DB00524
DB05039,1,DB01708
DB00449,1,DB00887
DB01408,1,DB01021
DB00214,1,DB00273
DB02187,1,DB00232
DB06262,1,DB00214
DB01288,1,DB00808
DB13158,1,DB01325
DB00687,1,DB00436
DB00620,1,DB01325
DB00394,1,DB00681
DB00394,1,DB01325
DB00959,1,DB00880
DB06786,1,DB00999
DB00368,1,DB00310
DB05039,1,DB00240
DB00253,1,DB00887
DB13158,1,DB00436
DB01410,1,DB01324
DB00668,1,DB01325
DB00841,1,DB00436
DB01047,1,DB00232
DB00253,1,DB00695
DB01064,1,DB00524
DB01291,1,DB00436
DB01384,1,DB00681
DB00668,1,DB00880
DB01260,1,DB01325
DB09080,1,DB00774
DB08906,1,DB01325
DB00223,1,DB00681
DB00867,1,DB00232
DB01408,1,DB00436
DB09091,1,DB01021
DB02187,1,DB00436
DB01410,1,DB01021
DB01064,1,DB00880
DB01234,1,DB00524
DB05039,1,DB00873
DB00368,1,DB00903
DB00368,1,DB00695
DB01410,1,DB00774
DB00223,1,DB00774
DB11921,1,DB00436
DB00180,1,DB00695
DB00867,1,DB01325
DB00764,1,DB00436
DB01384,1,DB00232
DB00221,1,DB00436
DB01102,1,DB00695
DB02187,1,DB00903
DB01222,1,DB00999
DB00547,1,DB00999
DB04574,1,DB00232
DB01102,1,DB01324
DB05039,1,DB01234
DB06781,1,DB00436
DB01288,1,DB00880
DB00841,1,DB01324
DB09095,1,DB00774
DB00547,1,DB00214
DB09082,1,DB00880
DB11921,1,DB00232
DB00764,1,DB00880
DB01234,1,DB00808
DB00860,1,DB00887
DB01001,1,DB00310
DB00668,1,DB01324
DB00867,1,DB00808
DB00596,1,DB00887
DB06262,1,DB00880
DB00591,1,DB00524
DB01234,1,DB01021
DB00663,1,DB00774
DB04846,1,DB01324
DB00860,1,DB00880
DB01408,1,DB01325
DB11921,1,DB00310
DB00816,1,DB00214
DB00938,1,DB01324
DB00871,1,DB01021
DB00655,1,DB00999
DB00655,1,DB00774
DB01407,1,DB00903
DB05039,1,DB00591
DB01274,1,DB00436
DB01366,1,DB00524
DB00663,1,DB00232
DB05039,1,DB00288
DB01064,1,DB00774
DB00871,1,DB00214
DB00596,1,DB00681
DB09080,1,DB00695
DB00655,1,DB00436
DB05039,1,DB01047
DB00764,1,DB01021
DB01288,1,DB01325
DB05039,1,DB00310
DB00547,1,DB00903
DB08906,1,DB00880
DB00635,1,DB00999
DB00871,1,DB00887
DB00449,1,DB00999
DB01380,1,DB00310
DB05039,1,DB00695
DB01410,1,DB00887
DB01013,1,DB00681
DB00741,1,DB00436
DB00983,1,DB00524
DB01013,1,DB01021
DB00655,1,DB00695
DB05039,1,DB01021
DB05039,1,DB01380
DB00764,1,DB00903
DB00397,1,DB00880
DB00635,1,DB00695
DB01260,1,DB00681
DB00394,1,DB00214
DB00880,1,DB00273
DB00959,1,DB00808
DB01384,1,DB00436
DB05039,1,DB00959
DB00983,1,DB00887
DB01234,1,DB01324
DB13158,1,DB00903
DB00896,1,DB00999
DB00443,1,DB00999
DB00635,1,DB00903
DB00938,1,DB00808
DB00838,1,DB00695
DB00959,1,DB01325
DB08905,1,DB00999
DB00180,1,DB00808
DB00394,1,DB01021
DB00983,1,DB00695
DB00223,1,DB00695
DB08971,1,DB00524
DB00663,1,DB01325
DB01130,1,DB01324
DB02187,1,DB00887
DB09080,1,DB00880
DB01064,1,DB00999
DB00838,1,DB01021
DB00397,1,DB00887
DB00436,1,DB00273
DB00741,1,DB00999
DB06786,1,DB00887
DB00635,1,DB00524
DB00223,1,DB00310
DB00887,1,DB00273
DB00368,1,DB00232
DB01130,1,DB00887
DB00221,1,DB00774
DB00663,1,DB00887
DB00180,1,DB00214
DB06786,1,DB01325
DB00397,1,DB01325
DB01001,1,DB00214
DB00655,1,DB00903
DB00873,1,DB00774
DB01384,1,DB01021
DB00741,1,DB00681
DB08906,1,DB00232
DB01222,1,DB00681
DB08906,1,DB00681
DB13139,1,DB00695
DB01021,1,DB00273
DB04574,1,DB00436
DB00221,1,DB00695
DB01274,1,DB00887
DB00816,1,DB01021
DB08906,1,DB00436
DB00368,1,DB01324
DB06262,1,DB00436
DB06786,1,DB00436
DB00838,1,DB00808
DB00860,1,DB00999
DB00983,1,DB00774
DB06786,1,DB00808
DB00253,1,DB00232
DB06781,1,DB00808
DB00655,1,DB00808
DB00938,1,DB00774
DB01130,1,DB01325
DB01001,1,DB00999
DB00871,1,DB00774
DB05039,1,DB06786
DB00547,1,DB01324
DB00223,1,DB00887
DB00841,1,DB00310
DB00240,1,DB00999
DB00324,1,DB01021
DB00896,1,DB01325
DB05039,1,DB00999
DB01708,1,DB00681
DB09091,1,DB00524
DB01234,1,DB00214
DB01001,1,DB00887
DB04574,1,DB00681
DB08970,1,DB00903
DB06781,1,DB01325
DB01408,1,DB00695
DB08906,1,DB00695
DB04574,1,DB01325
DB00983,1,DB00310
DB01064,1,DB00232
DB04846,1,DB00232
DB00687,1,DB01021
DB00180,1,DB00880
DB01380,1,DB00880
DB00695,1,DB00273
DB06781,1,DB01324
DB01102,1,DB01325
DB13139,1,DB00880
DB00596,1,DB00232
DB00547,1,DB00695
DB00240,1,DB00214
DB00324,1,DB00681
DB01234,1,DB00999
DB05039,1,DB08971
DB00588,1,DB00232
DB00741,1,DB00903
DB13139,1,DB00774
DB01104,2,DB01021
DB08918,2,DB00999
DB04896,2,DB00808
DB00472,2,DB00774
DB01149,2,DB00774
DB00472,2,DB01325
DB00285,2,DB00310
DB08918,2,DB00524
DB00715,2,DB00232
DB00476,2,DB01324
DB00176,2,DB00999
DB01175,2,DB01325
DB00215,2,DB00880
